prefix,completion,translation,score,type,particle_num,model_type,trial_id
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,0,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,final,1,REGULAR,6
What,What is the colour of the ship at 4F?,(color 4-F),0.550301,rollout,1,REGULAR,6
What,What are the coordinates of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What,What is the length of the longest ship?,(max (map (lambda x0 (size x0)) (set AllColors))),0,rollout,1,REGULAR,6
What is,What is the coordinate of the red ship’s origin?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is,What is the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),4.607812,rollout,1,REGULAR,6
What is,What is the most squares a ship occupies?,(max (map (lambda x0 (size x0)) (set AllColors))),0,rollout,1,REGULAR,6
What is the,What is the orientation of the blue ship?,(orient Blue),0,rollout,1,REGULAR,6
What is the,What is the ship at 7D?,(coloredTiles 7-D),0,rollout,1,REGULAR,6
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate,What is the coordinate of the block to the right of the block in the bottom-right corner?,(right (bottomright (coloredTiles Red))),0,rollout,1,REGULAR,6
What is the coordinate,What is the coordinate of the first block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate,What is the coordinate of the bottom</s>,"(load ""exercise_1_1.lsp"")",0,rollout,1,REGULAR,6
What is the coordinate of,What is the coordinate of the rightmost tile of the red ship?,(bottomright (coloredTiles Red)),4.607812,rollout,1,REGULAR,6
What is the coordinate of,What is the coordinate of the rightmost block of the first ship?,(bottomright (coloredTiles (first (set AllColors)))),0,rollout,1,REGULAR,6
What is the coordinate of,What is the coordinate of the bottom left corner of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,1,REGULAR,6
What is the coordinate of the,What is the coordinate of the most rightmost square?,(bottomright (set AllCoords)),0,rollout,1,REGULAR,6
What is the coordinate of the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the,What is the coordinate of the first block of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost tile occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,1,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by a ship?,(topleft (coloredTiles (set AllColors))),0,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,1,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,final,2,REGULAR,6
What,What is the colour of the ship at 4F?,(color 4-F),0.550301,rollout,2,REGULAR,6
What,What are the coordinates of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What,What is the length of the longest ship?,(max (map (lambda x0 (size x0)) (set AllColors))),0,rollout,2,REGULAR,6
What is,What is the coordinate of the red ship’s origin?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is,What is the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),4.607812,rollout,2,REGULAR,6
What is,What is the most squares a ship occupies?,(max (map (lambda x0 (size x0)) (set AllColors))),0,rollout,2,REGULAR,6
What is the,What is the orientation of the blue ship?,(orient Blue),0,rollout,2,REGULAR,6
What is the,What is the ship at 7D?,(coloredTiles 7-D),0,rollout,2,REGULAR,6
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate,What is the coordinate of the block to the right of the block in the bottom-right corner?,(right (bottomright (coloredTiles Red))),0,rollout,2,REGULAR,6
What is the coordinate,What is the coordinate of the first block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate,What is the coordinate of the bottom</s>,"(load ""exercise_1_1.lsp"")",0,rollout,2,REGULAR,6
What is the coordinate of,What is the coordinate of the rightmost tile of the red ship?,(bottomright (coloredTiles Red)),4.607812,rollout,2,REGULAR,6
What is the coordinate of,What is the coordinate of the rightmost block of the first ship?,(bottomright (coloredTiles (first (set AllColors)))),0,rollout,2,REGULAR,6
What is the coordinate of,What is the coordinate of the bottom left corner of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,REGULAR,6
What is the coordinate of the,What is the coordinate of the most rightmost square?,(bottomright (set AllCoords)),0,rollout,2,REGULAR,6
What is the coordinate of the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the,What is the coordinate of the first block of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,2,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost tile occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,2,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by a ship?,(topleft (coloredTiles (set AllColors))),0,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,2,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,final,3,REGULAR,6
What,What is the colour of the ship at 4F?,(color 4-F),0.550301,rollout,3,REGULAR,6
What,What are the coordinates of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What,What is the length of the longest ship?,(max (map (lambda x0 (size x0)) (set AllColors))),0,rollout,3,REGULAR,6
What is,What is the coordinate of the red ship’s origin?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is,What is the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),4.607812,rollout,3,REGULAR,6
What is,What is the most squares a ship occupies?,(max (map (lambda x0 (size x0)) (set AllColors))),0,rollout,3,REGULAR,6
What is the,What is the orientation of the blue ship?,(orient Blue),0,rollout,3,REGULAR,6
What is the,What is the ship at 7D?,(coloredTiles 7-D),0,rollout,3,REGULAR,6
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate,What is the coordinate of the block to the right of the block in the bottom-right corner?,(right (bottomright (coloredTiles Red))),0,rollout,3,REGULAR,6
What is the coordinate,What is the coordinate of the first block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate,What is the coordinate of the bottom</s>,"(load ""exercise_1_1.lsp"")",0,rollout,3,REGULAR,6
What is the coordinate of,What is the coordinate of the rightmost tile of the red ship?,(bottomright (coloredTiles Red)),4.607812,rollout,3,REGULAR,6
What is the coordinate of,What is the coordinate of the rightmost block of the first ship?,(bottomright (coloredTiles (first (set AllColors)))),0,rollout,3,REGULAR,6
What is the coordinate of,What is the coordinate of the bottom left corner of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,3,REGULAR,6
What is the coordinate of the,What is the coordinate of the most rightmost square?,(bottomright (set AllCoords)),0,rollout,3,REGULAR,6
What is the coordinate of the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the,What is the coordinate of the first block of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,3,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost tile occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,3,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,3,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by a ship?,(topleft (coloredTiles (set AllColors))),0,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,3,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,final,4,REGULAR,6
What,What is the colour of the ship at 4F?,(color 4-F),0.550301,rollout,4,REGULAR,6
What,What are the coordinates of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What,What is the length of the longest ship?,(max (map (lambda x0 (size x0)) (set AllColors))),0,rollout,4,REGULAR,6
What is,What is the coordinate of the red ship’s origin?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is,What is the coordinate of the last block of the red ship?,(bottomright (coloredTiles Red)),4.607812,rollout,4,REGULAR,6
What is,What is the most squares a ship occupies?,(max (map (lambda x0 (size x0)) (set AllColors))),0,rollout,4,REGULAR,6
What is the,What is the orientation of the blue ship?,(orient Blue),0,rollout,4,REGULAR,6
What is the,What is the ship at 7D?,(coloredTiles 7-D),0,rollout,4,REGULAR,6
What is the,What is the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate,What is the coordinate of the block to the right of the block in the bottom-right corner?,(right (bottomright (coloredTiles Red))),0,rollout,4,REGULAR,6
What is the coordinate,What is the coordinate of the first block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate,What is the coordinate of the bottom</s>,"(load ""exercise_1_1.lsp"")",0,rollout,4,REGULAR,6
What is the coordinate of,What is the coordinate of the rightmost tile of the red ship?,(bottomright (coloredTiles Red)),4.607812,rollout,4,REGULAR,6
What is the coordinate of,What is the coordinate of the rightmost block of the first ship?,(bottomright (coloredTiles (first (set AllColors)))),0,rollout,4,REGULAR,6
What is the coordinate of,What is the coordinate of the bottom left corner of the purple ship?,(topleft (coloredTiles Purple)),0,rollout,4,REGULAR,6
What is the coordinate of the,What is the coordinate of the most rightmost square?,(bottomright (set AllCoords)),0,rollout,4,REGULAR,6
What is the coordinate of the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the,What is the coordinate of the first block of the blue ship?,(topleft (coloredTiles Blue)),0,rollout,4,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost tile occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the left,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,4,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost block of the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,4,REGULAR,6
What is the coordinate of the leftmost square,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by a ship?,(topleft (coloredTiles (set AllColors))),0,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the blue ship?,(topleft (coloredTiles Blue)),0,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the,What is the coordinate of the leftmost square occupied by the purple ship?,(topleft (coloredTiles Purple)),0,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
What is the coordinate of the leftmost square occupied by the red ship?,What is the coordinate of the leftmost square occupied by the red ship?,(topleft (coloredTiles Red)),4.726875,rollout,4,REGULAR,6
How,How many blocks is the red ship?,(size Red),1.432607,rollout,0,COMBINED,5
How,How many hidden tiles are there?,(++ (map (lambda x0 (hidden x0)) (set AllColors))),0,rollout,0,COMBINED,5
How,How many ships are in play?,(++ (map (lambda x0 (not (== (coloredTiles x0) ()))) (set AllColors))),0,rollout,0,COMBINED,5
How,How many cells are left unoccupied?,(++ (map (lambda x0 (== (color x0) Water)) (set AllCells))),0,rollout,4,COMBINED,5
How,How many hidden tiles are there?,(++ (map (lambda x0 (hidden x0)) (set AllColors))),0,rollout,4,COMBINED,5
How,How many total ships are there?,(++ (map (lambda x0 (size x0)) (set AllColors))),2.114224,rollout,4,COMBINED,5
How many,How many blocks are in the horizontal ships?,(++ (map (lambda x0 (== (orient x0) H)) (map size (set AllColors)))),0,rollout,0,COMBINED,5
